date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:07:57	25047/25047	---M--	200	added ('OK')	text/html	etag:%225cbec662-61d7%22	http://ninja.allexample.com/index.htm	D:/webdownload/ninja/ninja.allexample.com/index.html	(from )
23:07:58	169/169	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202019%2015:07:58%20GMT	http://ninja.allexample.com/robots.txt		(from )
23:08:00	107282/107282	---M--	200	added ('OK')	text/css	etag:%225cbec673-1a312%22	http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css	D:/webdownload/ninja/ninja.allexample.com/apache-maven-fluido-1.3.1.min.css	(from http://ninja.allexample.com/index.htm)
23:08:21	2476/2476	---M--	200	added ('OK')	text/css	etag:%225cbec63d-9ac%22	http://ninja.allexample.com/site.css	D:/webdownload/ninja/ninja.allexample.com/site.css	(from http://ninja.allexample.com/index.htm)
23:08:23	2475/2475	---M-Z	200	added ('OK')	text/css	etag:W/%225d9a1aa4-9ab%22	http://www.ninjaframework.org/css/site.css	D:/webdownload/ninja/www.ninjaframework.org/css/site.css	(from http://ninja.allexample.com/index.htm)
23:08:23	1106/1106	---M--	200	added ('OK')	text/css	etag:%225cbec642-452%22	http://ninja.allexample.com/print.css	D:/webdownload/ninja/ninja.allexample.com/print.css	(from http://ninja.allexample.com/index.htm)
23:08:25	169/169	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202019%2015:08:26%20GMT	http://ninja.allexample.com/favicon.png	D:/webdownload/ninja/ninja.allexample.com/favicon.8.delayed	(from http://ninja.allexample.com/index.htm)
23:08:26	224/224	---M--	200	added ('OK')	text/css	etag:%225cbec668-e0%22	http://ninja.allexample.com/css-family=Titillium+Web.css	D:/webdownload/ninja/ninja.allexample.com/css-family=Titillium+Web.css	(from http://ninja.allexample.com/index.htm)
23:08:26	216/216	---M--	200	added ('OK')	text/css	etag:%225cbec668-d8%22	http://ninja.allexample.com/css-family=Inconsolata.css	D:/webdownload/ninja/ninja.allexample.com/css-family=Inconsolata.css	(from http://ninja.allexample.com/index.htm)
23:08:26	22441/22441	---M--	200	added ('OK')	text/css	etag:%225cbec665-57a9%22	http://ninja.allexample.com/font-awesome.min.css	D:/webdownload/ninja/ninja.allexample.com/font-awesome.min.css	(from http://ninja.allexample.com/index.htm)
23:08:27	6893/6893	---M--	200	added ('OK')	image/png	etag:%225cbec664-1aed%22	http://ninja.allexample.com/forkme_right_gray_6d6d6d.png	D:/webdownload/ninja/ninja.allexample.com/forkme_right_gray_6d6d6d.png	(from http://ninja.allexample.com/index.htm)
23:08:29	145764/145764	---M--	200	added ('OK')	application/javascript	etag:%225cbec673-23964%22	http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.js	D:/webdownload/ninja/ninja.allexample.com/apache-maven-fluido-1.3.1.min.js	(from http://ninja.allexample.com/index.htm)
23:08:33	6893/6893	---M--	200	added ('OK')	image/png	etag:%22912bacdd2bcf7ca83db5ebbe7255c8af%22	https://s3.amazonaws.com/github/ribbons/forkme_right_gray_6d6d6d.png	D:/webdownload/ninja/s3.amazonaws.com/github/ribbons/forkme_right_gray_6d6d6d.png	(from http://ninja.allexample.com/index.htm)
23:08:33	10565/10565	---M--	200	added ('OK')	image/png	etag:%225cbec64c-2945%22	http://ninja.allexample.com/ninja_logo.png	D:/webdownload/ninja/ninja.allexample.com/ninja_logo.png	(from http://ninja.allexample.com/index.htm)
23:08:42	23258/23258	---M--	200	added ('OK')	text/html	etag:%225cbec654-5ada%22	http://ninja.allexample.com/introduction.html	D:/webdownload/ninja/ninja.allexample.com/introduction.html	(from http://ninja.allexample.com/index.htm)
23:08:44	23964/23964	---M--	200	added ('OK')	text/html	etag:%225cbec663-5d9c%22	http://ninja.allexample.com/high_level_overview.html	D:/webdownload/ninja/ninja.allexample.com/high_level_overview.html	(from http://ninja.allexample.com/index.htm)
23:08:45	27543/27543	---M--	200	added ('OK')	text/html	etag:%225cbec63c-6b97%22	http://ninja.allexample.com/team.html	D:/webdownload/ninja/ninja.allexample.com/team.html	(from http://ninja.allexample.com/index.htm)
23:08:45	22650/22650	---M--	200	added ('OK')	text/html	etag:%225cbec642-587a%22	http://ninja.allexample.com/philosophy.html	D:/webdownload/ninja/ninja.allexample.com/philosophy.html	(from http://ninja.allexample.com/index.htm)
23:08:46	23005/23005	---M--	200	added ('OK')	text/html	etag:%225cbec639-59dd%22	http://ninja.allexample.com/training.html	D:/webdownload/ninja/ninja.allexample.com/training.html	(from http://ninja.allexample.com/index.htm)
23:08:47	22918/22918	---M--	200	added ('OK')	text/html	etag:%225cbec63d-5986%22	http://ninja.allexample.com/support_plans.html	D:/webdownload/ninja/ninja.allexample.com/support_plans.html	(from http://ninja.allexample.com/index.htm)
23:08:47	22433/22433	---M--	200	added ('OK')	text/html	etag:%225cbec673-57a1%22	http://ninja.allexample.com/agile_custom_development.html	D:/webdownload/ninja/ninja.allexample.com/agile_custom_development.html	(from http://ninja.allexample.com/index.htm)
23:08:48	25722/25722	---M--	200	added ('OK')	text/html	etag:%225cbec654-647a%22	http://ninja.allexample.com/installing_ninja.html	D:/webdownload/ninja/ninja.allexample.com/installing_ninja.html	(from http://ninja.allexample.com/index.htm)
23:08:49	26939/26939	---M--	200	added ('OK')	text/html	etag:%225cbec66f-693b%22	http://ninja.allexample.com/basic_concepts.html	D:/webdownload/ninja/ninja.allexample.com/basic_concepts.html	(from http://ninja.allexample.com/index.htm)
23:08:50	34089/34089	---M--	200	added ('OK')	text/html	etag:%225cbec66d-8529%22	http://ninja.allexample.com/configuration_and_modes.html	D:/webdownload/ninja/ninja.allexample.com/configuration_and_modes.html	(from http://ninja.allexample.com/index.htm)
23:08:51	25392/25392	---M--	200	added ('OK')	text/html	etag:%225cbec663-6330%22	http://ninja.allexample.com/getting_started.html	D:/webdownload/ninja/ninja.allexample.com/getting_started.html	(from http://ninja.allexample.com/index.htm)
23:08:52	27593/27593	---M--	200	added ('OK')	text/html	etag:%225cbec634-6bc9%22	http://ninja.allexample.com/working_with_json_jsonp.html	D:/webdownload/ninja/ninja.allexample.com/working_with_json_jsonp.html	(from http://ninja.allexample.com/index.htm)
23:08:53	24852/24852	---M--	200	added ('OK')	text/html	etag:%225cbec634-6114%22	http://ninja.allexample.com/working_with_xml.html	D:/webdownload/ninja/ninja.allexample.com/working_with_xml.html	(from http://ninja.allexample.com/index.htm)
23:08:54	26828/26828	---M--	200	added ('OK')	text/html	etag:%225cbec635-68cc%22	http://ninja.allexample.com/websockets.html	D:/webdownload/ninja/ninja.allexample.com/websockets.html	(from http://ninja.allexample.com/index.htm)
23:08:55	25830/25830	---M--	200	added ('OK')	text/html	etag:%225cbec638-64e6%22	http://ninja.allexample.com/validation.html	D:/webdownload/ninja/ninja.allexample.com/validation.html	(from http://ninja.allexample.com/index.htm)
23:08:56	27325/27325	---M--	200	added ('OK')	text/html	etag:%225cbec66c-6abd%22	http://ninja.allexample.com/content_negotiation.html	D:/webdownload/ninja/ninja.allexample.com/content_negotiation.html	(from http://ninja.allexample.com/index.htm)
23:08:57	27633/27633	---M--	200	added ('OK')	text/html	etag:%225cbec639-6bf1%22	http://ninja.allexample.com/uploading_files.html	D:/webdownload/ninja/ninja.allexample.com/uploading_files.html	(from http://ninja.allexample.com/index.htm)
23:08:58	22427/22427	---M--	200	added ('OK')	text/html	etag:%225cbec63f-579b%22	http://ninja.allexample.com/scheduler.html	D:/webdownload/ninja/ninja.allexample.com/scheduler.html	(from http://ninja.allexample.com/index.htm)
23:08:59	23183/23183	---M--	200	added ('OK')	text/html	etag:%225cbec651-5a8f%22	http://ninja.allexample.com/lifecycle.html	D:/webdownload/ninja/ninja.allexample.com/lifecycle.html	(from http://ninja.allexample.com/index.htm)
23:09:00	35805/35805	---M--	200	added ('OK')	text/html	etag:%225cbec653-8bdd%22	http://ninja.allexample.com/jpa.html	D:/webdownload/ninja/ninja.allexample.com/jpa.html	(from http://ninja.allexample.com/index.htm)
23:09:00	24866/24866	---M--	200	added ('OK')	text/html	etag:%225cbec638-6122%22	http://ninja.allexample.com/using_the_cache.html	D:/webdownload/ninja/ninja.allexample.com/using_the_cache.html	(from http://ninja.allexample.com/index.htm)
23:09:01	29309/29309	---M--	200	added ('OK')	text/html	etag:%225cbec654-727d%22	http://ninja.allexample.com/internationalization.html	D:/webdownload/ninja/ninja.allexample.com/internationalization.html	(from http://ninja.allexample.com/index.htm)
23:09:02	25887/25887	---M--	200	added ('OK')	text/html	etag:%225cbec63d-651f%22	http://ninja.allexample.com/static_assets.html	D:/webdownload/ninja/ninja.allexample.com/static_assets.html	(from http://ninja.allexample.com/index.htm)
23:09:03	26212/26212	---M--	200	added ('OK')	text/html	etag:%225cbec63e-6664%22	http://ninja.allexample.com/sending_mail.html	D:/webdownload/ninja/ninja.allexample.com/sending_mail.html	(from http://ninja.allexample.com/index.htm)
23:09:04	26228/26228	---M--	200	added ('OK')	text/html	etag:%225cbec651-6674%22	http://ninja.allexample.com/logging.html	D:/webdownload/ninja/ninja.allexample.com/logging.html	(from http://ninja.allexample.com/index.htm)
23:09:05	26484/26484	---M--	200	added ('OK')	text/html	etag:%225cbec668-6774%22	http://ninja.allexample.com/custom_routing.html	D:/webdownload/ninja/ninja.allexample.com/custom_routing.html	(from http://ninja.allexample.com/index.htm)
23:09:06	23965/23965	---M--	200	added ('OK')	text/html	etag:%225cbec63e-5d9d%22	http://ninja.allexample.com/servlet_bridge.html	D:/webdownload/ninja/ninja.allexample.com/servlet_bridge.html	(from http://ninja.allexample.com/index.htm)
23:09:07	22955/22955	---M--	200	added ('OK')	text/html	etag:%225cbec66d-59ab%22	http://ninja.allexample.com/console.html	D:/webdownload/ninja/ninja.allexample.com/console.html	(from http://ninja.allexample.com/index.htm)
23:09:08	25014/25014	---M--	200	added ('OK')	text/html	etag:%225cbec664-61b6%22	http://ninja.allexample.com/getting_started-1.html	D:/webdownload/ninja/ninja.allexample.com/getting_started-1.html	(from http://ninja.allexample.com/index.htm)
23:09:08	23269/23269	---M--	200	added ('OK')	text/html	etag:%225cbec668-5ae5%22	http://ninja.allexample.com/debugging.html	D:/webdownload/ninja/ninja.allexample.com/debugging.html	(from http://ninja.allexample.com/index.htm)
23:09:09	23346/23346	---M--	200	added ('OK')	text/html	etag:%225cbec664-5b32%22	http://ninja.allexample.com/getting_started-2.html	D:/webdownload/ninja/ninja.allexample.com/getting_started-2.html	(from http://ninja.allexample.com/index.htm)
23:09:10	23607/23607	---M--	200	added ('OK')	text/html	etag:%225cbec664-5c37%22	http://ninja.allexample.com/getting_started-3.html	D:/webdownload/ninja/ninja.allexample.com/getting_started-3.html	(from http://ninja.allexample.com/index.htm)
23:09:10	33281/33281	---M--	200	added ('OK')	text/html	etag:%225cbec639-8201%22	http://ninja.allexample.com/upgrade_guide.html	D:/webdownload/ninja/ninja.allexample.com/upgrade_guide.html	(from http://ninja.allexample.com/index.htm)
23:09:11	3251/3251	---M--	200	added ('OK')	text/html	etag:%225cbec661-cb3%22	http://ninja.allexample.com/index.html	D:/webdownload/ninja/ninja.allexample.com/index-2.html	(from http://ninja.allexample.com/index.htm)
23:09:11	29936/29936	---M--	200	added ('OK')	text/html	etag:%225cbec64f-74f0%22	http://ninja.allexample.com/modules.html	D:/webdownload/ninja/ninja.allexample.com/modules.html	(from http://ninja.allexample.com/index.htm)
23:09:12	21723/21723	---M--	200	added ('OK')	text/html	etag:%225cbec63e-54db%22	http://ninja.allexample.com/security.html	D:/webdownload/ninja/ninja.allexample.com/security.html	(from http://ninja.allexample.com/index.htm)
23:09:13	77450/77450	---M--	200	added ('OK')	text/html	etag:%225cbec66e-12e8a%22	http://ninja.allexample.com/changelog.html	D:/webdownload/ninja/ninja.allexample.com/changelog.html	(from http://ninja.allexample.com/index.htm)
23:09:14	21408/21408	---M--	200	added ('OK')	text/html	etag:%225cbec640-53a0%22	http://ninja.allexample.com/roadmap.html	D:/webdownload/ninja/ninja.allexample.com/roadmap.html	(from http://ninja.allexample.com/index.htm)
23:09:14	26178/26178	---M--	200	added ('OK')	text/html	etag:%225cbec663-6642%22	http://ninja.allexample.com/getting_started-4.html	D:/webdownload/ninja/ninja.allexample.com/getting_started-4.html	(from http://ninja.allexample.com/index.htm)
23:09:15	169/169	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202019%2015:09:14%20GMT	http://ninja.allexample.com/brand-form=search-form	D:/webdownload/ninja/ninja.allexample.com/brand-form=search-form	(from http://ninja.allexample.com/index.htm)
23:09:15	169/169	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202019%2015:09:15%20GMT	http://ninja.allexample.com/plusone.js	D:/webdownload/ninja/ninja.allexample.com/plusone.js	(from http://ninja.allexample.com/index.htm)
23:09:15	169/169	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202019%2015:09:16%20GMT	http://ninja.allexample.com/widgets.js	D:/webdownload/ninja/ninja.allexample.com/widgets.js	(from http://ninja.allexample.com/index.htm)
23:09:15	145471/145471	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d9a1aa5-2383f%22	http://www.ninjaframework.org/js/apache-maven-fluido-1.3.1.min.js	D:/webdownload/ninja/www.ninjaframework.org/js/apache-maven-fluido-1.3.1.min.js	(from http://ninja.allexample.com/index.htm)
23:09:15	3330/3330	---M--	200	added ('OK')	image/png	etag:%225cbec651-d02%22	http://ninja.allexample.com/maven-feather.png	D:/webdownload/ninja/ninja.allexample.com/maven-feather.png	(from http://ninja.allexample.com/index.htm)
23:09:37	12799/12799	---M--	200	added ('OK')	image/png	etag:%225cbec663-31ff%22	http://ninja.allexample.com/glyphicons-halflings.png	D:/webdownload/ninja/ninja.allexample.com/glyphicons-halflings.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:37	8777/8777	---M--	200	added ('OK')	image/png	etag:%225cbec663-2249%22	http://ninja.allexample.com/glyphicons-halflings-white.png	D:/webdownload/ninja/ninja.allexample.com/glyphicons-halflings-white.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:37	583/583	---M--	200	added ('OK')	image/png	etag:%225cbec635-247%22	http://ninja.allexample.com/window-new.png	D:/webdownload/ninja/ninja.allexample.com/window-new.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:37	1017/1017	---M--	200	added ('OK')	image/png	etag:%225cbec654-3f9%22	http://ninja.allexample.com/internet-web-browser.png	D:/webdownload/ninja/ninja.allexample.com/internet-web-browser.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:38	746/746	---M--	200	added ('OK')	image/png	etag:%225cbec673-2ea%22	http://ninja.allexample.com/accessories-text-editor.png	D:/webdownload/ninja/ninja.allexample.com/accessories-text-editor.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:38	662/662	---M--	200	added ('OK')	image/png	etag:%225cbec662-296%22	http://ninja.allexample.com/image-x-generic.png	D:/webdownload/ninja/ninja.allexample.com/image-x-generic.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:38	717/717	---M--	200	added ('OK')	image/png	etag:%225cbec646-2cd%22	http://ninja.allexample.com/package-x-generic.png	D:/webdownload/ninja/ninja.allexample.com/package-x-generic.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:38	577/577	---M--	200	added ('OK')	image/png	etag:%225cbec667-241%22	http://ninja.allexample.com/document-properties.png	D:/webdownload/ninja/ninja.allexample.com/document-properties.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:39	923/923	---M--	200	added ('OK')	image/png	etag:%225cbec673-39b%22	http://ninja.allexample.com/application-certificate.png	D:/webdownload/ninja/ninja.allexample.com/application-certificate.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:39	700/700	---M--	200	added ('OK')	image/png	etag:%225cbec667-2bc%22	http://ninja.allexample.com/drive-harddisk.png	D:/webdownload/ninja/ninja.allexample.com/drive-harddisk.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:39	536/536	---M--	200	added ('OK')	image/png	etag:%225cbec64f-218%22	http://ninja.allexample.com/network-server.png	D:/webdownload/ninja/ninja.allexample.com/network-server.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:39	736/736	---M--	200	added ('OK')	image/png	etag:%225cbec66d-2e0%22	http://ninja.allexample.com/contact-new.png	D:/webdownload/ninja/ninja.allexample.com/contact-new.png	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:40	169/169	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202019%2015:09:40%20GMT	http://ninja.allexample.com/google_custom_search_watermark.gif	D:/webdownload/ninja/ninja.allexample.com/google_custom_search_watermark.gif	(from http://ninja.allexample.com/apache-maven-fluido-1.3.1.min.css)
23:09:40	14710/14710	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225cbec64f-3976%22	http://ninja.allexample.com/NaPecZTIAOhVxoMyOr9n_E7fdMPmCQ.eot	D:/webdownload/ninja/ninja.allexample.com/NaPecZTIAOhVxoMyOr9n_E7fdMPmCQ.eot	(from http://ninja.allexample.com/css-family=Titillium+Web.css)
23:09:40	19788/19788	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225cbec642-4d4c%22	http://ninja.allexample.com/QldKNThLqRwH-OJ1UHjlKGlZ5qw.eot	D:/webdownload/ninja/ninja.allexample.com/QldKNThLqRwH-OJ1UHjlKGlZ5qw.eot	(from http://ninja.allexample.com/css-family=Inconsolata.css)
23:09:41	106558/106558	---M-Z	200	added ('OK')	text/css	etag:W/%225d9a1aa4-1a03e%22	http://www.ninjaframework.org/css/apache-maven-fluido-1.3.1.min.css	D:/webdownload/ninja/www.ninjaframework.org/css/apache-maven-fluido-1.3.1.min.css	(from http://ninja.allexample.com/index.htm)
23:09:49	56006/56006	---M--	200	added ('OK')	application/octet-stream	etag:%225cbec665-dac6%22	http://ninja.allexample.com/fontawesome-webfont.eot-v=4.2.0	D:/webdownload/ninja/ninja.allexample.com/fontawesome-webfont.eot-v=4.2.0	(from http://ninja.allexample.com/font-awesome.min.css)
23:09:51	56006/56006	---M--	200	added ('OK')	application/octet-stream	etag:%225cbec665-dac6%22	http://ninja.allexample.com/fontawesome-webfont.eot-	D:/webdownload/ninja/ninja.allexample.com/fontawesome-webfont.eot-	(from http://ninja.allexample.com/font-awesome.min.css)
23:09:51	169/169	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2014%20Oct%202019%2015:09:52%20GMT	http://ninja.allexample.com/logo-greenback.png	D:/webdownload/ninja/ninja.allexample.com/logo-greenback.png	(from http://ninja.allexample.com/team.html)
23:09:52	24456/24456	---M--	200	added ('OK')	text/html	etag:%225cbec668-5f88%22	http://ninja.allexample.com/create_your_first_application.html	D:/webdownload/ninja/ninja.allexample.com/create_your_first_application.html	(from http://ninja.allexample.com/installing_ninja.html)
23:09:52	24755/24755	---M--	200	added ('OK')	text/html	etag:%225cbec63e-60b3%22	http://ninja.allexample.com/setting_up_your_ide.html	D:/webdownload/ninja/ninja.allexample.com/setting_up_your_ide.html	(from http://ninja.allexample.com/installing_ninja.html)
23:09:53	31677/31677	---M--	200	added ('OK')	text/html	etag:%225cbec63a-7bbd%22	http://ninja.allexample.com/the_anatomy_of_a_ninja_application.html	D:/webdownload/ninja/ninja.allexample.com/the_anatomy_of_a_ninja_application.html	(from http://ninja.allexample.com/installing_ninja.html)
23:09:54	29438/29438	---M--	200	added ('OK')	text/html	etag:%225cbec63d-72fe%22	http://ninja.allexample.com/super_dev_mode.html	D:/webdownload/ninja/ninja.allexample.com/super_dev_mode.html	(from http://ninja.allexample.com/basic_concepts.html)
23:09:55	46749/46749	---M--	200	added ('OK')	text/html	etag:%225cbec63f-b69d%22	http://ninja.allexample.com/routing.html	D:/webdownload/ninja/ninja.allexample.com/routing.html	(from http://ninja.allexample.com/basic_concepts.html)
23:09:57	34837/34837	---M--	200	added ('OK')	text/html	etag:%225cbec669-8815%22	http://ninja.allexample.com/controllers.html	D:/webdownload/ninja/ninja.allexample.com/controllers.html	(from http://ninja.allexample.com/basic_concepts.html)
23:09:58	31368/31368	---M--	200	added ('OK')	text/html	etag:%225cbec666-7a88%22	http://ninja.allexample.com/filters.html	D:/webdownload/ninja/ninja.allexample.com/filters.html	(from http://ninja.allexample.com/basic_concepts.html)
23:09:59	29389/29389	---M--	200	added ('OK')	text/html	etag:%225cbec670-72cd%22	http://ninja.allexample.com/argument_extractors.html	D:/webdownload/ninja/ninja.allexample.com/argument_extractors.html	(from http://ninja.allexample.com/basic_concepts.html)
23:09:59	29673/29673	---M--	200	added ('OK')	text/html	etag:%225cbec667-73e9%22	http://ninja.allexample.com/dependency_injection.html	D:/webdownload/ninja/ninja.allexample.com/dependency_injection.html	(from http://ninja.allexample.com/basic_concepts.html)
23:10:00	32305/32305	---M--	200	added ('OK')	text/html	etag:%225cbec63e-7e31%22	http://ninja.allexample.com/sessions.html	D:/webdownload/ninja/ninja.allexample.com/sessions.html	(from http://ninja.allexample.com/basic_concepts.html)
23:10:01	27361/27361	---M--	200	added ('OK')	text/html	etag:%225cbec665-6ae1%22	http://ninja.allexample.com/flash_scope.html	D:/webdownload/ninja/ninja.allexample.com/flash_scope.html	(from http://ninja.allexample.com/basic_concepts.html)
23:10:02	29380/29380	---M--	200	added ('OK')	text/html	etag:%225cbec667-72c4%22	http://ninja.allexample.com/error_handling.html	D:/webdownload/ninja/ninja.allexample.com/error_handling.html	(from http://ninja.allexample.com/basic_concepts.html)
23:10:03	34067/34067	---M--	200	added ('OK')	text/html	etag:%225cbec650-8513%22	http://ninja.allexample.com/metrics.html	D:/webdownload/ninja/ninja.allexample.com/metrics.html	(from http://ninja.allexample.com/basic_concepts.html)
23:10:04	23571/23571	---M--	200	added ('OK')	text/html	etag:%225cbec641-5c13%22	http://ninja.allexample.com/rendering_objects.html	D:/webdownload/ninja/ninja.allexample.com/rendering_objects.html	(from http://ninja.allexample.com/getting_started.html)
23:10:05	26094/26094	---M--	200	added ('OK')	text/html	etag:%225cbec664-65ee%22	http://ninja.allexample.com/form_parsing.html	D:/webdownload/ninja/ninja.allexample.com/form_parsing.html	(from http://ninja.allexample.com/getting_started.html)
23:10:06	29200/29200	---M--	200	added ('OK')	text/html	etag:%225cbec662-7210%22	http://ninja.allexample.com/implicit_functions.html	D:/webdownload/ninja/ninja.allexample.com/implicit_functions.html	(from http://ninja.allexample.com/getting_started.html)
23:10:07	25202/25202	---M--	200	added ('OK')	text/html	etag:%225cbec668-6272%22	http://ninja.allexample.com/custom_configuration.html	D:/webdownload/ninja/ninja.allexample.com/custom_configuration.html	(from http://ninja.allexample.com/getting_started.html)
23:10:08	26627/26627	---M--	200	added ('OK')	text/html	etag:%225cbec668-6803%22	http://ninja.allexample.com/db_migrations.html	D:/webdownload/ninja/ninja.allexample.com/db_migrations.html	(from http://ninja.allexample.com/jpa.html)
23:10:09	25658/25658	---M--	200	added ('OK')	text/html	etag:%225cbec64f-643a%22	http://ninja.allexample.com/mocked_tests.html	D:/webdownload/ninja/ninja.allexample.com/mocked_tests.html	(from http://ninja.allexample.com/getting_started-1.html)
23:10:10	26123/26123	---M--	200	added ('OK')	text/html	etag:%225cbec64c-660b%22	http://ninja.allexample.com/ninja_test.html	D:/webdownload/ninja/ninja.allexample.com/ninja_test.html	(from http://ninja.allexample.com/getting_started-1.html)
23:10:11	25360/25360	---M--	200	added ('OK')	text/html	etag:%225cbec64d-6310%22	http://ninja.allexample.com/ninja_doctester.html	D:/webdownload/ninja/ninja.allexample.com/ninja_doctester.html	(from http://ninja.allexample.com/getting_started-1.html)
23:10:12	65452/65452	---M--	200	added ('OK')	application/octet-stream	etag:%225cbec664-ffac%22	http://ninja.allexample.com/fontawesome-webfont.woff-v=4.2.0	D:/webdownload/ninja/ninja.allexample.com/fontawesome-webfont.woff-v=4.2.0	(from http://ninja.allexample.com/font-awesome.min.css)
23:10:12	25917/25917	---M--	200	added ('OK')	text/html	etag:%225cbec64c-653d%22	http://ninja.allexample.com/ninja_fluentlenium_test.html	D:/webdownload/ninja/ninja.allexample.com/ninja_fluentlenium_test.html	(from http://ninja.allexample.com/getting_started-1.html)
23:10:13	24364/24364	---M--	200	added ('OK')	text/html	etag:%225cbec64c-5f2c%22	http://ninja.allexample.com/ninja_recycled_tester.html	D:/webdownload/ninja/ninja.allexample.com/ninja_recycled_tester.html	(from http://ninja.allexample.com/getting_started-1.html)
23:10:14	25482/25482	---M--	200	added ('OK')	text/html	etag:%225cbec673-638a%22	http://ninja.allexample.com/advanced.html	D:/webdownload/ninja/ninja.allexample.com/advanced.html	(from http://ninja.allexample.com/getting_started-1.html)
23:10:15	32726/32726	---M--	200	added ('OK')	text/html	etag:%225cbec64c-7fd6%22	http://ninja.allexample.com/ninja_standalone.html	D:/webdownload/ninja/ninja.allexample.com/ninja_standalone.html	(from http://ninja.allexample.com/getting_started-3.html)
23:10:16	26731/26731	---M--	200	added ('OK')	text/html	etag:%225cbec64f-686b%22	http://ninja.allexample.com/multi_module_maven_project.html	D:/webdownload/ninja/ninja.allexample.com/multi_module_maven_project.html	(from http://ninja.allexample.com/getting_started-3.html)
23:10:17	25302/25302	---M--	200	added ('OK')	text/html	etag:%225cbec636-62d6%22	http://ninja.allexample.com/war_based_deployment.html	D:/webdownload/ninja/ninja.allexample.com/war_based_deployment.html	(from http://ninja.allexample.com/getting_started-3.html)
23:10:18	27664/27664	---M--	200	added ('OK')	text/html	etag:%225cbec66d-6c10%22	http://ninja.allexample.com/cloud_hosting_options.html	D:/webdownload/ninja/ninja.allexample.com/cloud_hosting_options.html	(from http://ninja.allexample.com/getting_started-3.html)
23:10:19	4713/4713	---M--	200	added ('OK')	text/html	etag:%225cbec64c-1269%22	http://ninja.allexample.com/overview-frame.html	D:/webdownload/ninja/ninja.allexample.com/overview-frame.html	(from http://ninja.allexample.com/index.html)
23:10:20	59400/59400	---M--	200	added ('OK')	text/html	etag:%225cbec673-e808%22	http://ninja.allexample.com/allclasses-frame.html	D:/webdownload/ninja/ninja.allexample.com/allclasses-frame.html	(from http://ninja.allexample.com/index.html)
23:10:23	10298/10298	---M--	200	added ('OK')	text/html	etag:%225cbec64b-283a%22	http://ninja.allexample.com/overview-summary.html	D:/webdownload/ninja/ninja.allexample.com/overview-summary.html	(from http://ninja.allexample.com/index.html)
23:10:24	3330/3330	---M--	200	added ('OK')	image/png	etag:%225d9a1aa5-d02%22	http://www.ninjaframework.org/images/logos/maven-feather.png	D:/webdownload/ninja/www.ninjaframework.org/images/logos/maven-feather.png	(from http://ninja.allexample.com/index.htm)
23:10:25	12799/12799	---M--	200	added ('OK')	image/png	etag:%225d9a1aa5-31ff%22	http://www.ninjaframework.org/img/glyphicons-halflings.png	D:/webdownload/ninja/www.ninjaframework.org/img/glyphicons-halflings.png	(from http://www.ninjaframework.org/css/apache-maven-fluido-1.3.1.min.css)
23:10:26	8777/8777	---M--	200	added ('OK')	image/png	etag:%225d9a1aa5-2249%22	http://www.ninjaframework.org/img/glyphicons-halflings-white.png	D:/webdownload/ninja/www.ninjaframework.org/img/glyphicons-halflings-white.png	(from http://www.ninjaframework.org/css/apache-maven-fluido-1.3.1.min.css)
